,Province/State,Country/Region,Lat,Long,Day,Confirmed,Recovered,Deaths,Province/State_Country/Region
9880,Hubei,China,30.9756,112.2707,2020-02-14,54406,4774,1457,Hubei - China
9882,,"Korea, South",36.0,128.0,2020-02-14,28,7,0,"Korea, South"
9883,France,France,46.2276,2.2137,2020-02-14,11,2,0,France - France
9884,Guangdong,China,23.3417,113.4244,2020-02-14,1261,362,2,Guangdong - China
9885,Henan,China,33.882,113.61399999999999,2020-02-14,1184,357,11,Henan - China
9886,Zhejiang,China,29.1832,120.0934,2020-02-14,1155,403,0,Zhejiang - China
9887,Hunan,China,27.6104,111.7088,2020-02-14,988,364,2,Hunan - China
9888,Anhui,China,31.8257,117.2264,2020-02-14,934,193,6,Anhui - China
9889,Jiangxi,China,27.614,115.7221,2020-02-14,900,187,1,Jiangxi - China
9890,Shandong,China,36.3427,118.1498,2020-02-14,523,136,2,Shandong - China
9891,Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-14,218,0,0,Diamond Princess - Cruise Ship
9892,Jiangsu,China,32.9711,119.455,2020-02-14,593,157,0,Jiangsu - China
9893,Chongqing,China,30.0572,107.874,2020-02-14,537,152,5,Chongqing - China
9894,Sichuan,China,30.6171,102.7103,2020-02-14,463,114,1,Sichuan - China
9895,Heilongjiang,China,47.861999999999995,127.7615,2020-02-14,419,47,11,Heilongjiang - China
9897,Beijing,China,40.1824,116.4142,2020-02-14,372,80,3,Beijing - China
9898,Shanghai,China,31.201999999999998,121.4491,2020-02-14,318,90,1,Shanghai - China
9899,Hebei,China,39.549,116.1306,2020-02-14,283,87,3,Hebei - China
9900,Fujian,China,26.0789,117.9874,2020-02-14,281,63,0,Fujian - China
9901,Guangxi,China,23.8298,108.7881,2020-02-14,226,36,2,Guangxi - China
9902,Shaanxi,China,35.1917,108.8701,2020-02-14,230,54,0,Shaanxi - China
9903,Yunnan,China,24.974,101.48700000000001,2020-02-14,162,36,0,Yunnan - China
9904,Hainan,China,19.1959,109.7453,2020-02-14,159,43,4,Hainan - China
9905,Guizhou,China,26.8154,106.8748,2020-02-14,140,28,1,Guizhou - China
9906,Tianjin,China,39.3054,117.323,2020-02-14,120,31,3,Tianjin - China
9907,Shanxi,China,37.5777,112.2922,2020-02-14,127,38,0,Shanxi - China
9908,Gansu,China,37.8099,101.0583,2020-02-14,90,39,2,Gansu - China
9909,Hong Kong,China,22.3,114.2,2020-02-14,56,1,1,Hong Kong - China
9910,Liaoning,China,41.2956,122.6085,2020-02-14,119,29,1,Liaoning - China
9911,Jilin,China,43.6661,126.1923,2020-02-14,86,25,1,Jilin - China
9913,Xinjiang,China,41.1129,85.2401,2020-02-14,65,6,1,Xinjiang - China
9914,Inner Mongolia,China,44.0935,113.9448,2020-02-14,65,6,0,Inner Mongolia - China
9915,Ningxia,China,37.2692,106.1655,2020-02-14,67,24,0,Ningxia - China
9916,,Taiwan*,23.7,121.0,2020-02-14,18,2,0,Taiwan*
9917,,Vietnam,16.0,108.0,2020-02-14,16,7,0,Vietnam
9918,,Russia,60.0,90.0,2020-02-14,2,2,0,Russia
9919,Qinghai,China,35.7452,95.9956,2020-02-14,18,11,0,Qinghai - China
9920,Macau,China,22.1667,113.55,2020-02-14,10,3,0,Macau - China
9928,Tibet,China,31.6927,88.0924,2020-02-14,1,1,0,Tibet - China
10040,"Santa Clara County, CA",US,37.3541,-121.9552,2020-02-14,2,0,0,"Santa Clara County, CA - US"
10048,"Suffolk County, MA",US,42.3601,-71.0589,2020-02-14,1,0,0,"Suffolk County, MA - US"
10055,"Orange County, CA",US,33.7879,-117.8531,2020-02-14,1,0,0,"Orange County, CA - US"
10057,"Maricopa County, AZ",US,33.2918,-112.4291,2020-02-14,1,0,0,"Maricopa County, AZ - US"
10071,"San Diego County, CA",US,32.7157,-117.1611,2020-02-14,2,0,0,"San Diego County, CA - US"
10072,"San Benito, CA",US,36.5761,-120.9876,2020-02-14,2,0,0,"San Benito, CA - US"
10073,"Los Angeles, CA",US,34.0522,-118.2437,2020-02-14,1,0,0,"Los Angeles, CA - US"
10074,"King County, WA",US,47.6062,-122.3321,2020-02-14,1,1,0,"King County, WA - US"
10075,"Cook County, IL",US,41.7377,-87.6976,2020-02-14,2,2,0,"Cook County, IL - US"
10130,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-14,9,1,0,United Kingdom - United Kingdom
10166,,Thailand,15.0,101.0,2020-02-15,33,12,0,Thailand
10167,,Japan,36.0,138.0,2020-02-15,43,12,1,Japan
10168,,Singapore,1.2833,103.8333,2020-02-15,72,18,0,Singapore
10169,,Nepal,28.1667,84.25,2020-02-15,1,1,0,Nepal
10170,,Malaysia,2.5,112.5,2020-02-15,22,7,0,Malaysia
10171,British Columbia,Canada,49.2827,-123.1207,2020-02-15,4,0,0,British Columbia - Canada
10172,New South Wales,Australia,-33.8688,151.2093,2020-02-15,4,4,0,New South Wales - Australia
10173,Victoria,Australia,-37.8136,144.9631,2020-02-15,4,4,0,Victoria - Australia
10174,Queensland,Australia,-28.0167,153.4,2020-02-15,5,0,0,Queensland - Australia
10175,,Cambodia,11.55,104.9167,2020-02-15,1,1,0,Cambodia
10176,,Sri Lanka,7.0,81.0,2020-02-15,1,1,0,Sri Lanka
10177,,Germany,51.0,9.0,2020-02-15,16,1,0,Germany
10178,,Finland,64.0,26.0,2020-02-15,1,1,0,Finland
10179,,United Arab Emirates,24.0,54.0,2020-02-15,8,3,0,United Arab Emirates
10180,,Philippines,13.0,122.0,2020-02-15,3,1,1,Philippines
10181,,India,21.0,78.0,2020-02-15,3,0,0,India
10182,,Italy,43.0,12.0,2020-02-15,3,0,0,Italy
10183,,Sweden,63.0,16.0,2020-02-15,1,0,0,Sweden
10184,,Spain,40.0,-4.0,2020-02-15,2,2,0,Spain
10185,South Australia,Australia,-34.9285,138.6007,2020-02-15,2,0,0,South Australia - Australia
10186,,Belgium,50.8333,4.0,2020-02-15,1,0,0,Belgium
10187,,Egypt,26.0,30.0,2020-02-15,1,0,0,Egypt
10260,Ontario,Canada,51.2538,-85.3232,2020-02-15,3,1,0,Ontario - Canada
10322,Hubei,China,30.9756,112.2707,2020-02-15,56249,5623,1596,Hubei - China
10324,,"Korea, South",36.0,128.0,2020-02-15,28,9,0,"Korea, South"
10325,France,France,46.2276,2.2137,2020-02-15,12,4,1,France - France
10326,Guangdong,China,23.3417,113.4244,2020-02-15,1294,410,2,Guangdong - China
10327,Henan,China,33.882,113.61399999999999,2020-02-15,1212,391,13,Henan - China
10328,Zhejiang,China,29.1832,120.0934,2020-02-15,1162,428,0,Zhejiang - China
10329,Hunan,China,27.6104,111.7088,2020-02-15,1001,425,2,Hunan - China
10330,Anhui,China,31.8257,117.2264,2020-02-15,950,221,6,Anhui - China
10331,Jiangxi,China,27.614,115.7221,2020-02-15,913,210,1,Jiangxi - China
10332,Shandong,China,36.3427,118.1498,2020-02-15,532,156,2,Shandong - China
10333,Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-15,285,0,0,Diamond Princess - Cruise Ship
10334,Jiangsu,China,32.9711,119.455,2020-02-15,604,186,0,Jiangsu - China
10335,Chongqing,China,30.0572,107.874,2020-02-15,544,184,5,Chongqing - China
10336,Sichuan,China,30.6171,102.7103,2020-02-15,470,119,1,Sichuan - China
10337,Heilongjiang,China,47.861999999999995,127.7615,2020-02-15,425,68,11,Heilongjiang - China
10339,Beijing,China,40.1824,116.4142,2020-02-15,375,98,4,Beijing - China
10340,Shanghai,China,31.201999999999998,121.4491,2020-02-15,326,124,1,Shanghai - China
10341,Hebei,China,39.549,116.1306,2020-02-15,291,101,3,Hebei - China
10342,Fujian,China,26.0789,117.9874,2020-02-15,285,71,0,Fujian - China
10343,Guangxi,China,23.8298,108.7881,2020-02-15,235,44,2,Guangxi - China
10344,Shaanxi,China,35.1917,108.8701,2020-02-15,232,60,0,Shaanxi - China
10345,Yunnan,China,24.974,101.48700000000001,2020-02-15,168,42,0,Yunnan - China
10346,Hainan,China,19.1959,109.7453,2020-02-15,162,39,4,Hainan - China
10347,Guizhou,China,26.8154,106.8748,2020-02-15,143,41,1,Guizhou - China
10348,Tianjin,China,39.3054,117.323,2020-02-15,122,37,3,Tianjin - China
10349,Shanxi,China,37.5777,112.2922,2020-02-15,128,46,0,Shanxi - China
10350,Gansu,China,37.8099,101.0583,2020-02-15,90,49,2,Gansu - China
10351,Hong Kong,China,22.3,114.2,2020-02-15,56,1,1,Hong Kong - China
10352,Liaoning,China,41.2956,122.6085,2020-02-15,119,31,1,Liaoning - China
10353,Jilin,China,43.6661,126.1923,2020-02-15,88,26,1,Jilin - China
10355,Xinjiang,China,41.1129,85.2401,2020-02-15,70,10,1,Xinjiang - China
10356,Inner Mongolia,China,44.0935,113.9448,2020-02-15,68,7,0,Inner Mongolia - China
10357,Ningxia,China,37.2692,106.1655,2020-02-15,70,33,0,Ningxia - China
10358,,Taiwan*,23.7,121.0,2020-02-15,18,2,0,Taiwan*
10359,,Vietnam,16.0,108.0,2020-02-15,16,7,0,Vietnam
10360,,Russia,60.0,90.0,2020-02-15,2,2,0,Russia
10361,Qinghai,China,35.7452,95.9956,2020-02-15,18,13,0,Qinghai - China
10362,Macau,China,22.1667,113.55,2020-02-15,10,3,0,Macau - China
10370,Tibet,China,31.6927,88.0924,2020-02-15,1,1,0,Tibet - China
10482,"Santa Clara County, CA",US,37.3541,-121.9552,2020-02-15,2,0,0,"Santa Clara County, CA - US"
10490,"Suffolk County, MA",US,42.3601,-71.0589,2020-02-15,1,0,0,"Suffolk County, MA - US"
10497,"Orange County, CA",US,33.7879,-117.8531,2020-02-15,1,0,0,"Orange County, CA - US"
10499,"Maricopa County, AZ",US,33.2918,-112.4291,2020-02-15,1,0,0,"Maricopa County, AZ - US"
10513,"San Diego County, CA",US,32.7157,-117.1611,2020-02-15,2,0,0,"San Diego County, CA - US"
10514,"San Benito, CA",US,36.5761,-120.9876,2020-02-15,2,0,0,"San Benito, CA - US"
10515,"Los Angeles, CA",US,34.0522,-118.2437,2020-02-15,1,0,0,"Los Angeles, CA - US"
10516,"King County, WA",US,47.6062,-122.3321,2020-02-15,1,1,0,"King County, WA - US"
10517,"Cook County, IL",US,41.7377,-87.6976,2020-02-15,2,2,0,"Cook County, IL - US"
10572,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-15,9,1,0,United Kingdom - United Kingdom
10608,,Thailand,15.0,101.0,2020-02-16,34,14,0,Thailand
10609,,Japan,36.0,138.0,2020-02-16,59,12,1,Japan
10610,,Singapore,1.2833,103.8333,2020-02-16,75,18,0,Singapore
10611,,Nepal,28.1667,84.25,2020-02-16,1,1,0,Nepal
10612,,Malaysia,2.5,112.5,2020-02-16,22,7,0,Malaysia
10613,British Columbia,Canada,49.2827,-123.1207,2020-02-16,4,0,0,British Columbia - Canada
10614,New South Wales,Australia,-33.8688,151.2093,2020-02-16,4,4,0,New South Wales - Australia
10615,Victoria,Australia,-37.8136,144.9631,2020-02-16,4,4,0,Victoria - Australia
10616,Queensland,Australia,-28.0167,153.4,2020-02-16,5,0,0,Queensland - Australia
10617,,Cambodia,11.55,104.9167,2020-02-16,1,1,0,Cambodia
10618,,Sri Lanka,7.0,81.0,2020-02-16,1,1,0,Sri Lanka
10619,,Germany,51.0,9.0,2020-02-16,16,1,0,Germany
10620,,Finland,64.0,26.0,2020-02-16,1,1,0,Finland
10621,,United Arab Emirates,24.0,54.0,2020-02-16,9,4,0,United Arab Emirates
10622,,Philippines,13.0,122.0,2020-02-16,3,1,1,Philippines
10623,,India,21.0,78.0,2020-02-16,3,3,0,India
10624,,Italy,43.0,12.0,2020-02-16,3,0,0,Italy
10625,,Sweden,63.0,16.0,2020-02-16,1,0,0,Sweden
10626,,Spain,40.0,-4.0,2020-02-16,2,2,0,Spain
10627,South Australia,Australia,-34.9285,138.6007,2020-02-16,2,0,0,South Australia - Australia
10628,,Belgium,50.8333,4.0,2020-02-16,1,0,0,Belgium
10629,,Egypt,26.0,30.0,2020-02-16,1,0,0,Egypt
10702,Ontario,Canada,51.2538,-85.3232,2020-02-16,3,1,0,Ontario - Canada
10764,Hubei,China,30.9756,112.2707,2020-02-16,58182,6639,1696,Hubei - China
10766,,"Korea, South",36.0,128.0,2020-02-16,29,9,0,"Korea, South"
10767,France,France,46.2276,2.2137,2020-02-16,12,4,1,France - France
10768,Guangdong,China,23.3417,113.4244,2020-02-16,1316,465,2,Guangdong - China
10769,Henan,China,33.882,113.61399999999999,2020-02-16,1231,440,13,Henan - China
10770,Zhejiang,China,29.1832,120.0934,2020-02-16,1167,456,0,Zhejiang - China
10771,Hunan,China,27.6104,111.7088,2020-02-16,1004,464,3,Hunan - China
10772,Anhui,China,31.8257,117.2264,2020-02-16,962,255,6,Anhui - China
10773,Jiangxi,China,27.614,115.7221,2020-02-16,925,240,1,Jiangxi - China
10774,Shandong,China,36.3427,118.1498,2020-02-16,537,173,2,Shandong - China
10775,Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-16,355,0,0,Diamond Princess - Cruise Ship
10776,Jiangsu,China,32.9711,119.455,2020-02-16,617,218,0,Jiangsu - China
10777,Chongqing,China,30.0572,107.874,2020-02-16,551,207,5,Chongqing - China
10778,Sichuan,China,30.6171,102.7103,2020-02-16,481,131,3,Sichuan - China
10779,Heilongjiang,China,47.861999999999995,127.7615,2020-02-16,445,79,11,Heilongjiang - China
10781,Beijing,China,40.1824,116.4142,2020-02-16,380,108,4,Beijing - China
10782,Shanghai,China,31.201999999999998,121.4491,2020-02-16,328,140,1,Shanghai - China
10783,Hebei,China,39.549,116.1306,2020-02-16,300,105,3,Hebei - China
10784,Fujian,China,26.0789,117.9874,2020-02-16,287,82,0,Fujian - China
10785,Guangxi,China,23.8298,108.7881,2020-02-16,237,49,2,Guangxi - China
10786,Shaanxi,China,35.1917,108.8701,2020-02-16,236,71,0,Shaanxi - China
10787,Yunnan,China,24.974,101.48700000000001,2020-02-16,171,42,0,Yunnan - China
10788,Hainan,China,19.1959,109.7453,2020-02-16,162,52,4,Hainan - China
10789,Guizhou,China,26.8154,106.8748,2020-02-16,144,46,1,Guizhou - China
10790,Tianjin,China,39.3054,117.323,2020-02-16,124,45,3,Tianjin - China
10791,Shanxi,China,37.5777,112.2922,2020-02-16,129,50,0,Shanxi - China
10792,Gansu,China,37.8099,101.0583,2020-02-16,90,54,2,Gansu - China
10793,Hong Kong,China,22.3,114.2,2020-02-16,57,2,1,Hong Kong - China
10794,Liaoning,China,41.2956,122.6085,2020-02-16,121,40,1,Liaoning - China
10795,Jilin,China,43.6661,126.1923,2020-02-16,89,30,1,Jilin - China
10797,Xinjiang,China,41.1129,85.2401,2020-02-16,71,12,1,Xinjiang - China
10798,Inner Mongolia,China,44.0935,113.9448,2020-02-16,70,8,0,Inner Mongolia - China
10799,Ningxia,China,37.2692,106.1655,2020-02-16,70,33,0,Ningxia - China
10800,,Taiwan*,23.7,121.0,2020-02-16,20,2,1,Taiwan*
10801,,Vietnam,16.0,108.0,2020-02-16,16,7,0,Vietnam
10802,,Russia,60.0,90.0,2020-02-16,2,2,0,Russia
10803,Qinghai,China,35.7452,95.9956,2020-02-16,18,13,0,Qinghai - China
10804,Macau,China,22.1667,113.55,2020-02-16,10,5,0,Macau - China
10812,Tibet,China,31.6927,88.0924,2020-02-16,1,1,0,Tibet - China
10924,"Santa Clara County, CA",US,37.3541,-121.9552,2020-02-16,2,0,0,"Santa Clara County, CA - US"
10932,"Suffolk County, MA",US,42.3601,-71.0589,2020-02-16,1,0,0,"Suffolk County, MA - US"
10939,"Orange County, CA",US,33.7879,-117.8531,2020-02-16,1,0,0,"Orange County, CA - US"
10941,"Maricopa County, AZ",US,33.2918,-112.4291,2020-02-16,1,0,0,"Maricopa County, AZ - US"
10955,"San Diego County, CA",US,32.7157,-117.1611,2020-02-16,2,0,0,"San Diego County, CA - US"
10956,"San Benito, CA",US,36.5761,-120.9876,2020-02-16,2,0,0,"San Benito, CA - US"
10957,"Los Angeles, CA",US,34.0522,-118.2437,2020-02-16,1,0,0,"Los Angeles, CA - US"
10958,"King County, WA",US,47.6062,-122.3321,2020-02-16,1,1,0,"King County, WA - US"
10959,"Cook County, IL",US,41.7377,-87.6976,2020-02-16,2,2,0,"Cook County, IL - US"
11014,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-16,9,8,0,United Kingdom - United Kingdom
11050,,Thailand,15.0,101.0,2020-02-17,35,15,0,Thailand
11051,,Japan,36.0,138.0,2020-02-17,66,12,1,Japan
11052,,Singapore,1.2833,103.8333,2020-02-17,77,24,0,Singapore
11053,,Nepal,28.1667,84.25,2020-02-17,1,1,0,Nepal
11054,,Malaysia,2.5,112.5,2020-02-17,22,7,0,Malaysia
11055,British Columbia,Canada,49.2827,-123.1207,2020-02-17,5,0,0,British Columbia - Canada
11056,New South Wales,Australia,-33.8688,151.2093,2020-02-17,4,4,0,New South Wales - Australia
11057,Victoria,Australia,-37.8136,144.9631,2020-02-17,4,4,0,Victoria - Australia
11058,Queensland,Australia,-28.0167,153.4,2020-02-17,5,0,0,Queensland - Australia
11059,,Cambodia,11.55,104.9167,2020-02-17,1,1,0,Cambodia
11060,,Sri Lanka,7.0,81.0,2020-02-17,1,1,0,Sri Lanka
11061,,Germany,51.0,9.0,2020-02-17,16,1,0,Germany
11062,,Finland,64.0,26.0,2020-02-17,1,1,0,Finland
11063,,United Arab Emirates,24.0,54.0,2020-02-17,9,4,0,United Arab Emirates
11064,,Philippines,13.0,122.0,2020-02-17,3,1,1,Philippines
11065,,India,21.0,78.0,2020-02-17,3,3,0,India
11066,,Italy,43.0,12.0,2020-02-17,3,0,0,Italy
11067,,Sweden,63.0,16.0,2020-02-17,1,0,0,Sweden
11068,,Spain,40.0,-4.0,2020-02-17,2,2,0,Spain
11069,South Australia,Australia,-34.9285,138.6007,2020-02-17,2,2,0,South Australia - Australia
11070,,Belgium,50.8333,4.0,2020-02-17,1,1,0,Belgium
11071,,Egypt,26.0,30.0,2020-02-17,1,0,0,Egypt
11144,Ontario,Canada,51.2538,-85.3232,2020-02-17,3,1,0,Ontario - Canada
11206,Hubei,China,30.9756,112.2707,2020-02-17,59989,7862,1789,Hubei - China
11208,,"Korea, South",36.0,128.0,2020-02-17,30,10,0,"Korea, South"
11209,France,France,46.2276,2.2137,2020-02-17,12,4,1,France - France
11210,Guangdong,China,23.3417,113.4244,2020-02-17,1322,524,4,Guangdong - China
11211,Henan,China,33.882,113.61399999999999,2020-02-17,1246,509,16,Henan - China
11212,Zhejiang,China,29.1832,120.0934,2020-02-17,1171,507,0,Zhejiang - China
11213,Hunan,China,27.6104,111.7088,2020-02-17,1006,498,3,Hunan - China
11214,Anhui,China,31.8257,117.2264,2020-02-17,973,280,6,Anhui - China
11215,Jiangxi,China,27.614,115.7221,2020-02-17,930,275,1,Jiangxi - China
11216,Shandong,China,36.3427,118.1498,2020-02-17,541,191,2,Shandong - China
11217,Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-17,454,0,0,Diamond Princess - Cruise Ship
11218,Jiangsu,China,32.9711,119.455,2020-02-17,626,258,0,Jiangsu - China
11219,Chongqing,China,30.0572,107.874,2020-02-17,553,225,5,Chongqing - China
11220,Sichuan,China,30.6171,102.7103,2020-02-17,495,156,3,Sichuan - China
11221,Heilongjiang,China,47.861999999999995,127.7615,2020-02-17,457,85,11,Heilongjiang - China
11223,Beijing,China,40.1824,116.4142,2020-02-17,381,114,4,Beijing - China
11224,Shanghai,China,31.201999999999998,121.4491,2020-02-17,333,161,1,Shanghai - China
11225,Hebei,China,39.549,116.1306,2020-02-17,301,122,3,Hebei - China
11226,Fujian,China,26.0789,117.9874,2020-02-17,290,90,0,Fujian - China
11227,Guangxi,China,23.8298,108.7881,2020-02-17,238,53,2,Guangxi - China
11228,Shaanxi,China,35.1917,108.8701,2020-02-17,240,79,0,Shaanxi - China
11229,Yunnan,China,24.974,101.48700000000001,2020-02-17,171,47,0,Yunnan - China
11230,Hainan,China,19.1959,109.7453,2020-02-17,163,59,4,Hainan - China
11231,Guizhou,China,26.8154,106.8748,2020-02-17,146,57,1,Guizhou - China
11232,Tianjin,China,39.3054,117.323,2020-02-17,125,46,3,Tianjin - China
11233,Shanxi,China,37.5777,112.2922,2020-02-17,130,53,0,Shanxi - China
11234,Gansu,China,37.8099,101.0583,2020-02-17,91,58,2,Gansu - China
11235,Hong Kong,China,22.3,114.2,2020-02-17,60,2,1,Hong Kong - China
11236,Liaoning,China,41.2956,122.6085,2020-02-17,121,43,1,Liaoning - China
11237,Jilin,China,43.6661,126.1923,2020-02-17,89,34,1,Jilin - China
11239,Xinjiang,China,41.1129,85.2401,2020-02-17,75,12,1,Xinjiang - China
11240,Inner Mongolia,China,44.0935,113.9448,2020-02-17,72,8,0,Inner Mongolia - China
11241,Ningxia,China,37.2692,106.1655,2020-02-17,70,35,0,Ningxia - China
11242,,Taiwan*,23.7,121.0,2020-02-17,22,2,1,Taiwan*
11243,,Vietnam,16.0,108.0,2020-02-17,16,7,0,Vietnam
11244,,Russia,60.0,90.0,2020-02-17,2,2,0,Russia
11245,Qinghai,China,35.7452,95.9956,2020-02-17,18,13,0,Qinghai - China
11246,Macau,China,22.1667,113.55,2020-02-17,10,5,0,Macau - China
11254,Tibet,China,31.6927,88.0924,2020-02-17,1,1,0,Tibet - China
11366,"Santa Clara County, CA",US,37.3541,-121.9552,2020-02-17,2,0,0,"Santa Clara County, CA - US"
11374,"Suffolk County, MA",US,42.3601,-71.0589,2020-02-17,1,0,0,"Suffolk County, MA - US"
11381,"Orange County, CA",US,33.7879,-117.8531,2020-02-17,1,0,0,"Orange County, CA - US"
11383,"Maricopa County, AZ",US,33.2918,-112.4291,2020-02-17,1,0,0,"Maricopa County, AZ - US"
11397,"San Diego County, CA",US,32.7157,-117.1611,2020-02-17,2,0,0,"San Diego County, CA - US"
11398,"San Benito, CA",US,36.5761,-120.9876,2020-02-17,2,0,0,"San Benito, CA - US"
11399,"Los Angeles, CA",US,34.0522,-118.2437,2020-02-17,1,0,0,"Los Angeles, CA - US"
11400,"King County, WA",US,47.6062,-122.3321,2020-02-17,1,1,0,"King County, WA - US"
11401,"Cook County, IL",US,41.7377,-87.6976,2020-02-17,2,2,0,"Cook County, IL - US"
11456,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-17,9,8,0,United Kingdom - United Kingdom
11492,,Thailand,15.0,101.0,2020-02-18,35,15,0,Thailand
11493,,Japan,36.0,138.0,2020-02-18,74,13,1,Japan
11494,,Singapore,1.2833,103.8333,2020-02-18,81,29,0,Singapore
11495,,Nepal,28.1667,84.25,2020-02-18,1,1,0,Nepal
11496,,Malaysia,2.5,112.5,2020-02-18,22,13,0,Malaysia
11497,British Columbia,Canada,49.2827,-123.1207,2020-02-18,5,0,0,British Columbia - Canada
11498,New South Wales,Australia,-33.8688,151.2093,2020-02-18,4,4,0,New South Wales - Australia
11499,Victoria,Australia,-37.8136,144.9631,2020-02-18,4,4,0,Victoria - Australia
11500,Queensland,Australia,-28.0167,153.4,2020-02-18,5,0,0,Queensland - Australia
11501,,Cambodia,11.55,104.9167,2020-02-18,1,1,0,Cambodia
11502,,Sri Lanka,7.0,81.0,2020-02-18,1,1,0,Sri Lanka
11503,,Germany,51.0,9.0,2020-02-18,16,12,0,Germany
11504,,Finland,64.0,26.0,2020-02-18,1,1,0,Finland
11505,,United Arab Emirates,24.0,54.0,2020-02-18,9,4,0,United Arab Emirates
11506,,Philippines,13.0,122.0,2020-02-18,3,1,1,Philippines
11507,,India,21.0,78.0,2020-02-18,3,3,0,India
11508,,Italy,43.0,12.0,2020-02-18,3,0,0,Italy
11509,,Sweden,63.0,16.0,2020-02-18,1,0,0,Sweden
11510,,Spain,40.0,-4.0,2020-02-18,2,2,0,Spain
11511,South Australia,Australia,-34.9285,138.6007,2020-02-18,2,2,0,South Australia - Australia
11512,,Belgium,50.8333,4.0,2020-02-18,1,1,0,Belgium
11513,,Egypt,26.0,30.0,2020-02-18,1,0,0,Egypt
11586,Ontario,Canada,51.2538,-85.3232,2020-02-18,3,1,0,Ontario - Canada
11648,Hubei,China,30.9756,112.2707,2020-02-18,61682,9128,1921,Hubei - China
11650,,"Korea, South",36.0,128.0,2020-02-18,31,12,0,"Korea, South"
11651,France,France,46.2276,2.2137,2020-02-18,12,4,1,France - France
11652,Guangdong,China,23.3417,113.4244,2020-02-18,1328,565,4,Guangdong - China
11653,Henan,China,33.882,113.61399999999999,2020-02-18,1257,522,19,Henan - China
11654,Zhejiang,China,29.1832,120.0934,2020-02-18,1172,535,0,Zhejiang - China
11655,Hunan,China,27.6104,111.7088,2020-02-18,1007,527,4,Hunan - China
11656,Anhui,China,31.8257,117.2264,2020-02-18,982,361,6,Anhui - China
11657,Jiangxi,China,27.614,115.7221,2020-02-18,933,310,1,Jiangxi - China
11658,Shandong,China,36.3427,118.1498,2020-02-18,543,211,3,Shandong - China
11659,Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-18,542,0,0,Diamond Princess - Cruise Ship
11660,Jiangsu,China,32.9711,119.455,2020-02-18,629,280,0,Jiangsu - China
11661,Chongqing,China,30.0572,107.874,2020-02-18,555,254,5,Chongqing - China
11662,Sichuan,China,30.6171,102.7103,2020-02-18,508,169,3,Sichuan - China
11663,Heilongjiang,China,47.861999999999995,127.7615,2020-02-18,464,111,11,Heilongjiang - China
11665,Beijing,China,40.1824,116.4142,2020-02-18,387,122,4,Beijing - China
11666,Shanghai,China,31.201999999999998,121.4491,2020-02-18,333,177,1,Shanghai - China
11667,Hebei,China,39.549,116.1306,2020-02-18,306,136,4,Hebei - China
11668,Fujian,China,26.0789,117.9874,2020-02-18,292,93,0,Fujian - China
11669,Guangxi,China,23.8298,108.7881,2020-02-18,242,69,2,Guangxi - China
11670,Shaanxi,China,35.1917,108.8701,2020-02-18,240,89,0,Shaanxi - China
11671,Yunnan,China,24.974,101.48700000000001,2020-02-18,172,57,0,Yunnan - China
11672,Hainan,China,19.1959,109.7453,2020-02-18,163,79,4,Hainan - China
11673,Guizhou,China,26.8154,106.8748,2020-02-18,146,66,2,Guizhou - China
11674,Tianjin,China,39.3054,117.323,2020-02-18,128,48,3,Tianjin - China
11675,Shanxi,China,37.5777,112.2922,2020-02-18,131,61,0,Shanxi - China
11676,Gansu,China,37.8099,101.0583,2020-02-18,91,62,2,Gansu - China
11677,Hong Kong,China,22.3,114.2,2020-02-18,62,2,1,Hong Kong - China
11678,Liaoning,China,41.2956,122.6085,2020-02-18,121,53,1,Liaoning - China
11679,Jilin,China,43.6661,126.1923,2020-02-18,89,36,1,Jilin - China
11681,Xinjiang,China,41.1129,85.2401,2020-02-18,76,12,1,Xinjiang - China
11682,Inner Mongolia,China,44.0935,113.9448,2020-02-18,73,8,0,Inner Mongolia - China
11683,Ningxia,China,37.2692,106.1655,2020-02-18,70,42,0,Ningxia - China
11684,,Taiwan*,23.7,121.0,2020-02-18,22,2,1,Taiwan*
11685,,Vietnam,16.0,108.0,2020-02-18,16,7,0,Vietnam
11686,,Russia,60.0,90.0,2020-02-18,2,2,0,Russia
11687,Qinghai,China,35.7452,95.9956,2020-02-18,18,15,0,Qinghai - China
11688,Macau,China,22.1667,113.55,2020-02-18,10,5,0,Macau - China
11696,Tibet,China,31.6927,88.0924,2020-02-18,1,1,0,Tibet - China
11808,"Santa Clara County, CA",US,37.3541,-121.9552,2020-02-18,2,0,0,"Santa Clara County, CA - US"
11816,"Suffolk County, MA",US,42.3601,-71.0589,2020-02-18,1,0,0,"Suffolk County, MA - US"
11823,"Orange County, CA",US,33.7879,-117.8531,2020-02-18,1,0,0,"Orange County, CA - US"
