,Province/State,Country/Region,Lat,Long,Day,Confirmed,Recovered,Deaths,Province/State_Country/Region
0,,Thailand,15.0,101.0,2020-01-23,3,0,0,Thailand
1,,Japan,36.0,138.0,2020-01-23,1,0,0,Japan
2,,Singapore,1.2833,103.8333,2020-01-23,1,0,0,Singapore
156,Hubei,China,30.9756,112.2707,2020-01-23,444,28,17,Hubei - China
158,,"Korea, South",36.0,128.0,2020-01-23,1,0,0,"Korea, South"
160,Guangdong,China,23.3417,113.4244,2020-01-23,32,2,0,Guangdong - China
161,Henan,China,33.882,113.61399999999999,2020-01-23,5,0,0,Henan - China
162,Zhejiang,China,29.1832,120.0934,2020-01-23,27,0,0,Zhejiang - China
163,Hunan,China,27.6104,111.7088,2020-01-23,9,0,0,Hunan - China
164,Anhui,China,31.8257,117.2264,2020-01-23,9,0,0,Anhui - China
165,Jiangxi,China,27.614,115.7221,2020-01-23,7,0,0,Jiangxi - China
166,Shandong,China,36.3427,118.1498,2020-01-23,6,0,0,Shandong - China
168,Jiangsu,China,32.9711,119.455,2020-01-23,5,0,0,Jiangsu - China
169,Chongqing,China,30.0572,107.874,2020-01-23,9,0,0,Chongqing - China
170,Sichuan,China,30.6171,102.7103,2020-01-23,8,0,0,Sichuan - China
171,Heilongjiang,China,47.861999999999995,127.7615,2020-01-23,2,0,0,Heilongjiang - China
173,Beijing,China,40.1824,116.4142,2020-01-23,22,0,0,Beijing - China
174,Shanghai,China,31.201999999999998,121.4491,2020-01-23,16,0,0,Shanghai - China
175,Hebei,China,39.549,116.1306,2020-01-23,1,0,1,Hebei - China
176,Fujian,China,26.0789,117.9874,2020-01-23,5,0,0,Fujian - China
177,Guangxi,China,23.8298,108.7881,2020-01-23,5,0,0,Guangxi - China
178,Shaanxi,China,35.1917,108.8701,2020-01-23,3,0,0,Shaanxi - China
179,Yunnan,China,24.974,101.48700000000001,2020-01-23,2,0,0,Yunnan - China
180,Hainan,China,19.1959,109.7453,2020-01-23,5,0,0,Hainan - China
181,Guizhou,China,26.8154,106.8748,2020-01-23,3,0,0,Guizhou - China
182,Tianjin,China,39.3054,117.323,2020-01-23,4,0,0,Tianjin - China
183,Shanxi,China,37.5777,112.2922,2020-01-23,1,0,0,Shanxi - China
184,Gansu,China,37.8099,101.0583,2020-01-23,2,0,0,Gansu - China
185,Hong Kong,China,22.3,114.2,2020-01-23,2,0,0,Hong Kong - China
186,Liaoning,China,41.2956,122.6085,2020-01-23,3,0,0,Liaoning - China
187,Jilin,China,43.6661,126.1923,2020-01-23,1,0,0,Jilin - China
189,Xinjiang,China,41.1129,85.2401,2020-01-23,2,0,0,Xinjiang - China
191,Ningxia,China,37.2692,106.1655,2020-01-23,1,0,0,Ningxia - China
192,,Taiwan*,23.7,121.0,2020-01-23,1,0,0,Taiwan*
193,,Vietnam,16.0,108.0,2020-01-23,2,0,0,Vietnam
196,Macau,China,22.1667,113.55,2020-01-23,2,0,0,Macau - China
350,"King County, WA",US,47.6062,-122.3321,2020-01-23,1,0,0,"King County, WA - US"
442,,Thailand,15.0,101.0,2020-01-24,5,0,0,Thailand
443,,Japan,36.0,138.0,2020-01-24,2,0,0,Japan
444,,Singapore,1.2833,103.8333,2020-01-24,3,0,0,Singapore
598,Hubei,China,30.9756,112.2707,2020-01-24,549,31,24,Hubei - China
600,,"Korea, South",36.0,128.0,2020-01-24,2,0,0,"Korea, South"
601,France,France,46.2276,2.2137,2020-01-24,2,0,0,France - France
602,Guangdong,China,23.3417,113.4244,2020-01-24,53,2,0,Guangdong - China
603,Henan,China,33.882,113.61399999999999,2020-01-24,9,0,0,Henan - China
604,Zhejiang,China,29.1832,120.0934,2020-01-24,43,1,0,Zhejiang - China
605,Hunan,China,27.6104,111.7088,2020-01-24,24,0,0,Hunan - China
606,Anhui,China,31.8257,117.2264,2020-01-24,15,0,0,Anhui - China
607,Jiangxi,China,27.614,115.7221,2020-01-24,18,0,0,Jiangxi - China
608,Shandong,China,36.3427,118.1498,2020-01-24,15,0,0,Shandong - China
610,Jiangsu,China,32.9711,119.455,2020-01-24,9,0,0,Jiangsu - China
611,Chongqing,China,30.0572,107.874,2020-01-24,27,0,0,Chongqing - China
612,Sichuan,China,30.6171,102.7103,2020-01-24,15,0,0,Sichuan - China
613,Heilongjiang,China,47.861999999999995,127.7615,2020-01-24,4,0,1,Heilongjiang - China
615,Beijing,China,40.1824,116.4142,2020-01-24,36,1,0,Beijing - China
616,Shanghai,China,31.201999999999998,121.4491,2020-01-24,20,1,0,Shanghai - China
617,Hebei,China,39.549,116.1306,2020-01-24,2,0,1,Hebei - China
618,Fujian,China,26.0789,117.9874,2020-01-24,10,0,0,Fujian - China
619,Guangxi,China,23.8298,108.7881,2020-01-24,23,0,0,Guangxi - China
620,Shaanxi,China,35.1917,108.8701,2020-01-24,5,0,0,Shaanxi - China
621,Yunnan,China,24.974,101.48700000000001,2020-01-24,5,0,0,Yunnan - China
622,Hainan,China,19.1959,109.7453,2020-01-24,8,0,0,Hainan - China
623,Guizhou,China,26.8154,106.8748,2020-01-24,3,0,0,Guizhou - China
624,Tianjin,China,39.3054,117.323,2020-01-24,8,0,0,Tianjin - China
625,Shanxi,China,37.5777,112.2922,2020-01-24,1,0,0,Shanxi - China
626,Gansu,China,37.8099,101.0583,2020-01-24,2,0,0,Gansu - China
627,Hong Kong,China,22.3,114.2,2020-01-24,2,0,0,Hong Kong - China
628,Liaoning,China,41.2956,122.6085,2020-01-24,4,0,0,Liaoning - China
629,Jilin,China,43.6661,126.1923,2020-01-24,3,0,0,Jilin - China
631,Xinjiang,China,41.1129,85.2401,2020-01-24,2,0,0,Xinjiang - China
632,Inner Mongolia,China,44.0935,113.9448,2020-01-24,1,0,0,Inner Mongolia - China
633,Ningxia,China,37.2692,106.1655,2020-01-24,2,0,0,Ningxia - China
634,,Taiwan*,23.7,121.0,2020-01-24,3,0,0,Taiwan*
635,,Vietnam,16.0,108.0,2020-01-24,2,0,0,Vietnam
638,Macau,China,22.1667,113.55,2020-01-24,2,0,0,Macau - China
792,"King County, WA",US,47.6062,-122.3321,2020-01-24,1,0,0,"King County, WA - US"
793,"Cook County, IL",US,41.7377,-87.6976,2020-01-24,1,0,0,"Cook County, IL - US"
884,,Thailand,15.0,101.0,2020-01-25,7,0,0,Thailand
885,,Japan,36.0,138.0,2020-01-25,2,0,0,Japan
886,,Singapore,1.2833,103.8333,2020-01-25,3,0,0,Singapore
887,,Nepal,28.1667,84.25,2020-01-25,1,0,0,Nepal
888,,Malaysia,2.5,112.5,2020-01-25,3,0,0,Malaysia
1040,Hubei,China,30.9756,112.2707,2020-01-25,761,32,40,Hubei - China
1042,,"Korea, South",36.0,128.0,2020-01-25,2,0,0,"Korea, South"
1043,France,France,46.2276,2.2137,2020-01-25,3,0,0,France - France
1044,Guangdong,China,23.3417,113.4244,2020-01-25,78,2,0,Guangdong - China
1045,Henan,China,33.882,113.61399999999999,2020-01-25,32,0,0,Henan - China
1046,Zhejiang,China,29.1832,120.0934,2020-01-25,62,1,0,Zhejiang - China
1047,Hunan,China,27.6104,111.7088,2020-01-25,43,0,0,Hunan - China
1048,Anhui,China,31.8257,117.2264,2020-01-25,39,0,0,Anhui - China
1049,Jiangxi,China,27.614,115.7221,2020-01-25,18,0,0,Jiangxi - China
1050,Shandong,China,36.3427,118.1498,2020-01-25,27,0,0,Shandong - China
1052,Jiangsu,China,32.9711,119.455,2020-01-25,18,1,0,Jiangsu - China
1053,Chongqing,China,30.0572,107.874,2020-01-25,57,0,0,Chongqing - China
1054,Sichuan,China,30.6171,102.7103,2020-01-25,28,0,0,Sichuan - China
1055,Heilongjiang,China,47.861999999999995,127.7615,2020-01-25,9,0,1,Heilongjiang - China
1057,Beijing,China,40.1824,116.4142,2020-01-25,41,2,0,Beijing - China
1058,Shanghai,China,31.201999999999998,121.4491,2020-01-25,33,1,0,Shanghai - China
1059,Hebei,China,39.549,116.1306,2020-01-25,8,0,1,Hebei - China
1060,Fujian,China,26.0789,117.9874,2020-01-25,18,0,0,Fujian - China
1061,Guangxi,China,23.8298,108.7881,2020-01-25,23,0,0,Guangxi - China
1062,Shaanxi,China,35.1917,108.8701,2020-01-25,15,0,0,Shaanxi - China
1063,Yunnan,China,24.974,101.48700000000001,2020-01-25,11,0,0,Yunnan - China
1064,Hainan,China,19.1959,109.7453,2020-01-25,19,0,0,Hainan - China
1065,Guizhou,China,26.8154,106.8748,2020-01-25,4,0,0,Guizhou - China
1066,Tianjin,China,39.3054,117.323,2020-01-25,10,0,0,Tianjin - China
1067,Shanxi,China,37.5777,112.2922,2020-01-25,6,0,0,Shanxi - China
1068,Gansu,China,37.8099,101.0583,2020-01-25,4,0,0,Gansu - China
1069,Hong Kong,China,22.3,114.2,2020-01-25,5,0,0,Hong Kong - China
1070,Liaoning,China,41.2956,122.6085,2020-01-25,17,0,0,Liaoning - China
1071,Jilin,China,43.6661,126.1923,2020-01-25,4,0,0,Jilin - China
1073,Xinjiang,China,41.1129,85.2401,2020-01-25,3,0,0,Xinjiang - China
1074,Inner Mongolia,China,44.0935,113.9448,2020-01-25,7,0,0,Inner Mongolia - China
1075,Ningxia,China,37.2692,106.1655,2020-01-25,3,0,0,Ningxia - China
1076,,Taiwan*,23.7,121.0,2020-01-25,3,0,0,Taiwan*
1077,,Vietnam,16.0,108.0,2020-01-25,2,0,0,Vietnam
1079,Qinghai,China,35.7452,95.9956,2020-01-25,1,0,0,Qinghai - China
1080,Macau,China,22.1667,113.55,2020-01-25,2,0,0,Macau - China
1234,"King County, WA",US,47.6062,-122.3321,2020-01-25,1,0,0,"King County, WA - US"
1235,"Cook County, IL",US,41.7377,-87.6976,2020-01-25,1,0,0,"Cook County, IL - US"
1326,,Thailand,15.0,101.0,2020-01-26,8,2,0,Thailand
1327,,Japan,36.0,138.0,2020-01-26,4,1,0,Japan
1328,,Singapore,1.2833,103.8333,2020-01-26,4,0,0,Singapore
1329,,Nepal,28.1667,84.25,2020-01-26,1,0,0,Nepal
1330,,Malaysia,2.5,112.5,2020-01-26,4,0,0,Malaysia
1332,New South Wales,Australia,-33.8688,151.2093,2020-01-26,3,0,0,New South Wales - Australia
1333,Victoria,Australia,-37.8136,144.9631,2020-01-26,1,0,0,Victoria - Australia
1420,Ontario,Canada,51.2538,-85.3232,2020-01-26,1,0,0,Ontario - Canada
1482,Hubei,China,30.9756,112.2707,2020-01-26,1058,42,52,Hubei - China
1484,,"Korea, South",36.0,128.0,2020-01-26,3,0,0,"Korea, South"
1485,France,France,46.2276,2.2137,2020-01-26,3,0,0,France - France
1486,Guangdong,China,23.3417,113.4244,2020-01-26,111,2,0,Guangdong - China
1487,Henan,China,33.882,113.61399999999999,2020-01-26,83,0,1,Henan - China
1488,Zhejiang,China,29.1832,120.0934,2020-01-26,104,1,0,Zhejiang - China
1489,Hunan,China,27.6104,111.7088,2020-01-26,69,0,0,Hunan - China
1490,Anhui,China,31.8257,117.2264,2020-01-26,60,0,0,Anhui - China
1491,Jiangxi,China,27.614,115.7221,2020-01-26,36,0,0,Jiangxi - China
1492,Shandong,China,36.3427,118.1498,2020-01-26,46,0,0,Shandong - China
1494,Jiangsu,China,32.9711,119.455,2020-01-26,33,1,0,Jiangsu - China
1495,Chongqing,China,30.0572,107.874,2020-01-26,75,0,0,Chongqing - China
1496,Sichuan,China,30.6171,102.7103,2020-01-26,44,0,0,Sichuan - China
1497,Heilongjiang,China,47.861999999999995,127.7615,2020-01-26,15,0,1,Heilongjiang - China
1499,Beijing,China,40.1824,116.4142,2020-01-26,68,2,0,Beijing - China
1500,Shanghai,China,31.201999999999998,121.4491,2020-01-26,40,1,1,Shanghai - China
1501,Hebei,China,39.549,116.1306,2020-01-26,13,0,1,Hebei - China
1502,Fujian,China,26.0789,117.9874,2020-01-26,35,0,0,Fujian - China
1503,Guangxi,China,23.8298,108.7881,2020-01-26,36,0,0,Guangxi - China
1504,Shaanxi,China,35.1917,108.8701,2020-01-26,22,0,0,Shaanxi - China
1505,Yunnan,China,24.974,101.48700000000001,2020-01-26,16,0,0,Yunnan - China
1506,Hainan,China,19.1959,109.7453,2020-01-26,22,0,0,Hainan - China
1507,Guizhou,China,26.8154,106.8748,2020-01-26,5,0,0,Guizhou - China
1508,Tianjin,China,39.3054,117.323,2020-01-26,14,0,0,Tianjin - China
1509,Shanxi,China,37.5777,112.2922,2020-01-26,9,0,0,Shanxi - China
1510,Gansu,China,37.8099,101.0583,2020-01-26,7,0,0,Gansu - China
1511,Hong Kong,China,22.3,114.2,2020-01-26,8,0,0,Hong Kong - China
1512,Liaoning,China,41.2956,122.6085,2020-01-26,21,0,0,Liaoning - China
1513,Jilin,China,43.6661,126.1923,2020-01-26,4,0,0,Jilin - China
1515,Xinjiang,China,41.1129,85.2401,2020-01-26,4,0,0,Xinjiang - China
1516,Inner Mongolia,China,44.0935,113.9448,2020-01-26,7,0,0,Inner Mongolia - China
1517,Ningxia,China,37.2692,106.1655,2020-01-26,4,0,0,Ningxia - China
1518,,Taiwan*,23.7,121.0,2020-01-26,4,0,0,Taiwan*
1519,,Vietnam,16.0,108.0,2020-01-26,2,0,0,Vietnam
1521,Qinghai,China,35.7452,95.9956,2020-01-26,1,0,0,Qinghai - China
1522,Macau,China,22.1667,113.55,2020-01-26,5,0,0,Macau - China
1657,"Orange County, CA",US,33.7879,-117.8531,2020-01-26,1,0,0,"Orange County, CA - US"
1659,"Maricopa County, AZ",US,33.2918,-112.4291,2020-01-26,1,0,0,"Maricopa County, AZ - US"
1675,"Los Angeles, CA",US,34.0522,-118.2437,2020-01-26,1,0,0,"Los Angeles, CA - US"
1676,"King County, WA",US,47.6062,-122.3321,2020-01-26,1,0,0,"King County, WA - US"
1677,"Cook County, IL",US,41.7377,-87.6976,2020-01-26,1,0,0,"Cook County, IL - US"
1768,,Thailand,15.0,101.0,2020-01-27,8,2,0,Thailand
1769,,Japan,36.0,138.0,2020-01-27,4,1,0,Japan
1770,,Singapore,1.2833,103.8333,2020-01-27,5,0,0,Singapore
1771,,Nepal,28.1667,84.25,2020-01-27,1,0,0,Nepal
1772,,Malaysia,2.5,112.5,2020-01-27,4,0,0,Malaysia
1774,New South Wales,Australia,-33.8688,151.2093,2020-01-27,4,0,0,New South Wales - Australia
1775,Victoria,Australia,-37.8136,144.9631,2020-01-27,1,0,0,Victoria - Australia
1777,,Cambodia,11.55,104.9167,2020-01-27,1,0,0,Cambodia
1778,,Sri Lanka,7.0,81.0,2020-01-27,1,0,0,Sri Lanka
1779,,Germany,51.0,9.0,2020-01-27,1,0,0,Germany
1862,Ontario,Canada,51.2538,-85.3232,2020-01-27,1,0,0,Ontario - Canada
1924,Hubei,China,30.9756,112.2707,2020-01-27,1423,45,76,Hubei - China
1926,,"Korea, South",36.0,128.0,2020-01-27,4,0,0,"Korea, South"
1927,France,France,46.2276,2.2137,2020-01-27,3,0,0,France - France
1928,Guangdong,China,23.3417,113.4244,2020-01-27,151,4,0,Guangdong - China
1929,Henan,China,33.882,113.61399999999999,2020-01-27,128,0,1,Henan - China
1930,Zhejiang,China,29.1832,120.0934,2020-01-27,128,1,0,Zhejiang - China
1931,Hunan,China,27.6104,111.7088,2020-01-27,100,0,0,Hunan - China
1932,Anhui,China,31.8257,117.2264,2020-01-27,70,0,0,Anhui - China
1933,Jiangxi,China,27.614,115.7221,2020-01-27,72,2,0,Jiangxi - China
1934,Shandong,China,36.3427,118.1498,2020-01-27,75,0,0,Shandong - China
1936,Jiangsu,China,32.9711,119.455,2020-01-27,47,1,0,Jiangsu - China
1937,Chongqing,China,30.0572,107.874,2020-01-27,110,0,0,Chongqing - China
1938,Sichuan,China,30.6171,102.7103,2020-01-27,69,0,0,Sichuan - China
1939,Heilongjiang,China,47.861999999999995,127.7615,2020-01-27,21,0,1,Heilongjiang - China
1941,Beijing,China,40.1824,116.4142,2020-01-27,80,2,1,Beijing - China
1942,Shanghai,China,31.201999999999998,121.4491,2020-01-27,53,3,1,Shanghai - China
1943,Hebei,China,39.549,116.1306,2020-01-27,18,0,1,Hebei - China
1944,Fujian,China,26.0789,117.9874,2020-01-27,59,0,0,Fujian - China
1945,Guangxi,China,23.8298,108.7881,2020-01-27,46,0,0,Guangxi - China
1946,Shaanxi,China,35.1917,108.8701,2020-01-27,35,0,0,Shaanxi - China
1947,Yunnan,China,24.974,101.48700000000001,2020-01-27,26,0,0,Yunnan - China
1948,Hainan,China,19.1959,109.7453,2020-01-27,33,0,1,Hainan - China
1949,Guizhou,China,26.8154,106.8748,2020-01-27,7,0,0,Guizhou - China
1950,Tianjin,China,39.3054,117.323,2020-01-27,23,0,0,Tianjin - China
1951,Shanxi,China,37.5777,112.2922,2020-01-27,13,0,0,Shanxi - China
1952,Gansu,China,37.8099,101.0583,2020-01-27,14,0,0,Gansu - China
1953,Hong Kong,China,22.3,114.2,2020-01-27,8,0,0,Hong Kong - China
1954,Liaoning,China,41.2956,122.6085,2020-01-27,27,0,0,Liaoning - China
1955,Jilin,China,43.6661,126.1923,2020-01-27,6,0,0,Jilin - China
1957,Xinjiang,China,41.1129,85.2401,2020-01-27,5,0,0,Xinjiang - China
1958,Inner Mongolia,China,44.0935,113.9448,2020-01-27,11,0,0,Inner Mongolia - China
1959,Ningxia,China,37.2692,106.1655,2020-01-27,7,0,0,Ningxia - China
1960,,Taiwan*,23.7,121.0,2020-01-27,5,0,0,Taiwan*
1961,,Vietnam,16.0,108.0,2020-01-27,2,0,0,Vietnam
1963,Qinghai,China,35.7452,95.9956,2020-01-27,6,0,0,Qinghai - China
1964,Macau,China,22.1667,113.55,2020-01-27,6,0,0,Macau - China
2099,"Orange County, CA",US,33.7879,-117.8531,2020-01-27,1,0,0,"Orange County, CA - US"
2101,"Maricopa County, AZ",US,33.2918,-112.4291,2020-01-27,1,0,0,"Maricopa County, AZ - US"
2117,"Los Angeles, CA",US,34.0522,-118.2437,2020-01-27,1,0,0,"Los Angeles, CA - US"
2118,"King County, WA",US,47.6062,-122.3321,2020-01-27,1,0,0,"King County, WA - US"
2119,"Cook County, IL",US,41.7377,-87.6976,2020-01-27,1,0,0,"Cook County, IL - US"
2210,,Thailand,15.0,101.0,2020-01-28,14,5,0,Thailand
2211,,Japan,36.0,138.0,2020-01-28,7,1,0,Japan
2212,,Singapore,1.2833,103.8333,2020-01-28,7,0,0,Singapore
2213,,Nepal,28.1667,84.25,2020-01-28,1,0,0,Nepal
2214,,Malaysia,2.5,112.5,2020-01-28,4,0,0,Malaysia
2215,British Columbia,Canada,49.2827,-123.1207,2020-01-28,1,0,0,British Columbia - Canada
2216,New South Wales,Australia,-33.8688,151.2093,2020-01-28,4,0,0,New South Wales - Australia
2217,Victoria,Australia,-37.8136,144.9631,2020-01-28,1,0,0,Victoria - Australia
2219,,Cambodia,11.55,104.9167,2020-01-28,1,0,0,Cambodia
2220,,Sri Lanka,7.0,81.0,2020-01-28,1,0,0,Sri Lanka
2221,,Germany,51.0,9.0,2020-01-28,4,0,0,Germany
2304,Ontario,Canada,51.2538,-85.3232,2020-01-28,1,0,0,Ontario - Canada
2366,Hubei,China,30.9756,112.2707,2020-01-28,3554,80,125,Hubei - China
2368,,"Korea, South",36.0,128.0,2020-01-28,4,0,0,"Korea, South"
2369,France,France,46.2276,2.2137,2020-01-28,4,0,0,France - France
2370,Guangdong,China,23.3417,113.4244,2020-01-28,207,4,0,Guangdong - China
2371,Henan,China,33.882,113.61399999999999,2020-01-28,168,0,1,Henan - China
2372,Zhejiang,China,29.1832,120.0934,2020-01-28,173,3,0,Zhejiang - China
2373,Hunan,China,27.6104,111.7088,2020-01-28,143,0,0,Hunan - China
2374,Anhui,China,31.8257,117.2264,2020-01-28,106,0,0,Anhui - China
2375,Jiangxi,China,27.614,115.7221,2020-01-28,109,3,0,Jiangxi - China
2376,Shandong,China,36.3427,118.1498,2020-01-28,95,0,0,Shandong - China
2378,Jiangsu,China,32.9711,119.455,2020-01-28,70,1,0,Jiangsu - China
2379,Chongqing,China,30.0572,107.874,2020-01-28,132,0,0,Chongqing - China
2380,Sichuan,China,30.6171,102.7103,2020-01-28,90,0,0,Sichuan - China
2381,Heilongjiang,China,47.861999999999995,127.7615,2020-01-28,33,0,1,Heilongjiang - China
2383,Beijing,China,40.1824,116.4142,2020-01-28,91,4,1,Beijing - China
2384,Shanghai,China,31.201999999999998,121.4491,2020-01-28,66,4,1,Shanghai - China
2385,Hebei,China,39.549,116.1306,2020-01-28,33,0,1,Hebei - China
2386,Fujian,China,26.0789,117.9874,2020-01-28,80,0,0,Fujian - China
2387,Guangxi,China,23.8298,108.7881,2020-01-28,51,2,0,Guangxi - China
2388,Shaanxi,China,35.1917,108.8701,2020-01-28,46,0,0,Shaanxi - China
2389,Yunnan,China,24.974,101.48700000000001,2020-01-28,44,0,0,Yunnan - China
2390,Hainan,China,19.1959,109.7453,2020-01-28,40,0,1,Hainan - China
2391,Guizhou,China,26.8154,106.8748,2020-01-28,9,0,0,Guizhou - China
2392,Tianjin,China,39.3054,117.323,2020-01-28,24,0,0,Tianjin - China
2393,Shanxi,China,37.5777,112.2922,2020-01-28,27,0,0,Shanxi - China
2394,Gansu,China,37.8099,101.0583,2020-01-28,19,0,0,Gansu - China
2395,Hong Kong,China,22.3,114.2,2020-01-28,8,0,0,Hong Kong - China
2396,Liaoning,China,41.2956,122.6085,2020-01-28,34,0,0,Liaoning - China
2397,Jilin,China,43.6661,126.1923,2020-01-28,8,0,0,Jilin - China
2399,Xinjiang,China,41.1129,85.2401,2020-01-28,10,0,0,Xinjiang - China
2400,Inner Mongolia,China,44.0935,113.9448,2020-01-28,15,0,0,Inner Mongolia - China
2401,Ningxia,China,37.2692,106.1655,2020-01-28,11,0,0,Ningxia - China
2402,,Taiwan*,23.7,121.0,2020-01-28,8,0,0,Taiwan*
2403,,Vietnam,16.0,108.0,2020-01-28,2,0,0,Vietnam
2405,Qinghai,China,35.7452,95.9956,2020-01-28,6,0,0,Qinghai - China
2406,Macau,China,22.1667,113.55,2020-01-28,7,0,0,Macau - China
2541,"Orange County, CA",US,33.7879,-117.8531,2020-01-28,1,0,0,"Orange County, CA - US"
2543,"Maricopa County, AZ",US,33.2918,-112.4291,2020-01-28,1,0,0,"Maricopa County, AZ - US"
2559,"Los Angeles, CA",US,34.0522,-118.2437,2020-01-28,1,0,0,"Los Angeles, CA - US"
2560,"King County, WA",US,47.6062,-122.3321,2020-01-28,1,0,0,"King County, WA - US"
2561,"Cook County, IL",US,41.7377,-87.6976,2020-01-28,1,0,0,"Cook County, IL - US"
2652,,Thailand,15.0,101.0,2020-01-29,14,5,0,Thailand
2653,,Japan,36.0,138.0,2020-01-29,7,1,0,Japan
2654,,Singapore,1.2833,103.8333,2020-01-29,7,0,0,Singapore
2655,,Nepal,28.1667,84.25,2020-01-29,1,0,0,Nepal
2656,,Malaysia,2.5,112.5,2020-01-29,7,0,0,Malaysia
2657,British Columbia,Canada,49.2827,-123.1207,2020-01-29,1,0,0,British Columbia - Canada
2658,New South Wales,Australia,-33.8688,151.2093,2020-01-29,4,0,0,New South Wales - Australia
2659,Victoria,Australia,-37.8136,144.9631,2020-01-29,1,0,0,Victoria - Australia
2660,Queensland,Australia,-28.0167,153.4,2020-01-29,1,0,0,Queensland - Australia
2661,,Cambodia,11.55,104.9167,2020-01-29,1,0,0,Cambodia
2662,,Sri Lanka,7.0,81.0,2020-01-29,1,0,0,Sri Lanka
2663,,Germany,51.0,9.0,2020-01-29,4,0,0,Germany
2664,,Finland,64.0,26.0,2020-01-29,1,0,0,Finland
2665,,United Arab Emirates,24.0,54.0,2020-01-29,4,0,0,United Arab Emirates
2746,Ontario,Canada,51.2538,-85.3232,2020-01-29,1,0,0,Ontario - Canada
2808,Hubei,China,30.9756,112.2707,2020-01-29,3554,88,125,Hubei - China
2810,,"Korea, South",36.0,128.0,2020-01-29,4,0,0,"Korea, South"
2811,France,France,46.2276,2.2137,2020-01-29,5,0,0,France - France
2812,Guangdong,China,23.3417,113.4244,2020-01-29,277,5,0,Guangdong - China
2813,Henan,China,33.882,113.61399999999999,2020-01-29,206,1,2,Henan - China
2814,Zhejiang,China,29.1832,120.0934,2020-01-29,296,3,0,Zhejiang - China
2815,Hunan,China,27.6104,111.7088,2020-01-29,221,0,0,Hunan - China
2816,Anhui,China,31.8257,117.2264,2020-01-29,152,2,0,Anhui - China
2817,Jiangxi,China,27.614,115.7221,2020-01-29,109,3,0,Jiangxi - China
2818,Shandong,China,36.3427,118.1498,2020-01-29,130,1,0,Shandong - China
2820,Jiangsu,China,32.9711,119.455,2020-01-29,99,1,0,Jiangsu - China
2821,Chongqing,China,30.0572,107.874,2020-01-29,147,1,0,Chongqing - China
2822,Sichuan,China,30.6171,102.7103,2020-01-29,108,1,1,Sichuan - China
2823,Heilongjiang,China,47.861999999999995,127.7615,2020-01-29,38,0,1,Heilongjiang - China
2825,Beijing,China,40.1824,116.4142,2020-01-29,111,4,1,Beijing - China
2826,Shanghai,China,31.201999999999998,121.4491,2020-01-29,96,5,1,Shanghai - China
2827,Hebei,China,39.549,116.1306,2020-01-29,48,0,1,Hebei - China
2828,Fujian,China,26.0789,117.9874,2020-01-29,84,0,0,Fujian - China
2829,Guangxi,China,23.8298,108.7881,2020-01-29,58,2,0,Guangxi - China
2830,Shaanxi,China,35.1917,108.8701,2020-01-29,56,0,0,Shaanxi - China
2831,Yunnan,China,24.974,101.48700000000001,2020-01-29,55,0,0,Yunnan - China
2832,Hainan,China,19.1959,109.7453,2020-01-29,43,0,1,Hainan - China
2833,Guizhou,China,26.8154,106.8748,2020-01-29,9,1,0,Guizhou - China
2834,Tianjin,China,39.3054,117.323,2020-01-29,27,0,0,Tianjin - China
2835,Shanxi,China,37.5777,112.2922,2020-01-29,27,1,0,Shanxi - China
2836,Gansu,China,37.8099,101.0583,2020-01-29,24,0,0,Gansu - China
2837,Hong Kong,China,22.3,114.2,2020-01-29,10,0,0,Hong Kong - China
2838,Liaoning,China,41.2956,122.6085,2020-01-29,39,1,0,Liaoning - China
2839,Jilin,China,43.6661,126.1923,2020-01-29,9,0,0,Jilin - China
2841,Xinjiang,China,41.1129,85.2401,2020-01-29,13,0,0,Xinjiang - China
2842,Inner Mongolia,China,44.0935,113.9448,2020-01-29,16,0,0,Inner Mongolia - China
2843,Ningxia,China,37.2692,106.1655,2020-01-29,12,0,0,Ningxia - China
2844,,Taiwan*,23.7,121.0,2020-01-29,8,0,0,Taiwan*
2845,,Vietnam,16.0,108.0,2020-01-29,2,0,0,Vietnam
2847,Qinghai,China,35.7452,95.9956,2020-01-29,6,0,0,Qinghai - China
2848,Macau,China,22.1667,113.55,2020-01-29,7,0,0,Macau - China
2983,"Orange County, CA",US,33.7879,-117.8531,2020-01-29,1,0,0,"Orange County, CA - US"
2985,"Maricopa County, AZ",US,33.2918,-112.4291,2020-01-29,1,0,0,"Maricopa County, AZ - US"
3001,"Los Angeles, CA",US,34.0522,-118.2437,2020-01-29,1,0,0,"Los Angeles, CA - US"
3002,"King County, WA",US,47.6062,-122.3321,2020-01-29,1,0,0,"King County, WA - US"
3003,"Cook County, IL",US,41.7377,-87.6976,2020-01-29,1,0,0,"Cook County, IL - US"
3094,,Thailand,15.0,101.0,2020-01-30,14,5,0,Thailand
3095,,Japan,36.0,138.0,2020-01-30,11,1,0,Japan
3096,,Singapore,1.2833,103.8333,2020-01-30,10,0,0,Singapore
3097,,Nepal,28.1667,84.25,2020-01-30,1,0,0,Nepal
3098,,Malaysia,2.5,112.5,2020-01-30,8,0,0,Malaysia
3099,British Columbia,Canada,49.2827,-123.1207,2020-01-30,1,0,0,British Columbia - Canada
3100,New South Wales,Australia,-33.8688,151.2093,2020-01-30,4,2,0,New South Wales - Australia
